filename, level_0, level_1, level_2, normal
levle0_101_jpg.rf.d4167c45cb7d5f434f548f0f2faf05ad.jpg, 1, 0, 0, 0
Asian1_jpg.rf.d5fc3b0f270c2950003ff28b3c682702.jpg, 0, 0, 0, 1
1234_jpg.rf.d57fc2a9baa8755c18c3cf07f8f2aed7.jpg, 0, 0, 0, 1
levle0_130_jpg.rf.d656ad4b7d22224980073f1a106597b5.jpg, 1, 0, 0, 0
levle1_361_jpg.rf.d7d2bdaca03bc232635966a0ee3694d2.jpg, 0, 1, 0, 0
levle2_38_jpg.rf.d885df9f1956aa5b967ecd5370250f28.jpg, 0, 0, 1, 0
levle1_484a_jpg.rf.d7132e0aa6c80f8ea42c9705889897b7.jpg, 0, 1, 0, 0
1-10-_jpg.rf.d8911d0976917858bae7de8432f9b58a.jpg, 0, 0, 0, 1
Asian4_jpg.rf.d911ee316c692f70ff3b4b7bb976f27b.jpg, 0, 0, 0, 1
levle1_225_jpg.rf.d89fc72a95cec93be48228414370315e.jpg, 0, 1, 0, 0
levle1_499a_jpg.rf.d8fc91aa4a06c1091ecf4a4f41c9729e.jpg, 0, 1, 0, 0
levle2_176_jpg.rf.dc51f8612de4fa12e7edac2a8b3490ba.jpg, 0, 0, 1, 0
asdf1_jpg.rf.db8bc398082f1bf4e3e1b9a590a33324.jpg, 0, 0, 0, 1
levle0_205_jpg.rf.dd4389f9a8c323109a7cecbe4f1dc420.jpg, 1, 0, 0, 0
levle2_85_jpg.rf.dd8bfbbc9f95e691f1e123356e134b8e.jpg, 0, 0, 1, 0
levle1_124q_jpg.rf.de8d1ed89e09ee8ec38727f88f9ca8e9.jpg, 0, 1, 0, 0
1-10-s_jpg.rf.dfe91989612a11e5fefea622b2341bab.jpg, 0, 0, 0, 1
levle0_43_jpg.rf.dd52e7bba93c44d39fb9f203ce45eac3.jpg, 1, 0, 0, 0
download4_jpg.rf.e0d8300dd97426fbadcc784e4b2889ef.jpg, 0, 0, 0, 1
we4_jpg.rf.e4d2b056dd4b564a7ea95c28e3912529.jpg, 0, 0, 0, 1
levle1_191d_jpg.rf.e44f0720668003456b55b653526fb5ac.jpg, 0, 1, 0, 0
levle1_484_jpg.rf.e28373aa180dd2a57b49f5b48c1f2175.jpg, 0, 1, 0, 0
levle2_184_jpg.rf.e3638245cf92d509654da4231c409911.jpg, 0, 0, 1, 0
levle0_160_jpg.rf.e552456a9802e5519f6bfb35ebd8603f.jpg, 1, 0, 0, 0
qwwer4_jpg.rf.e6f81725442560ea253269cc915b5d48.jpg, 0, 0, 0, 1
levle1_390_jpg.rf.e63d6c25bf8cca78f280e0d135937e05.jpg, 0, 1, 0, 0
levle0_216_jpg.rf.e815952dced0e05f997c287b672d54cc.jpg, 1, 0, 0, 0
levle1_132r_jpg.rf.e8cde491860e91d8e28a34d90ec89b27.jpg, 0, 1, 0, 0
levle0_175_jpg.rf.e7e1a6eaa8eb25597cd48045c0cd039d.jpg, 1, 0, 0, 0
levle0_145_jpg.rf.e904f6e6e892468636a7ec0fa5a335a3.jpg, 1, 0, 0, 0
levle2_53_jpg.rf.e9c6cec3dc6ffdfab8871f8b70ad5561.jpg, 0, 0, 1, 0
levle0_53_jpg.rf.e8d820abf6ed53525c8b096b207eba09.jpg, 1, 0, 0, 0
levle2_119_jpg.rf.ead5f2b3e0fa54b759efe15da74c16c5.jpg, 0, 0, 1, 0
asyu1_jpg.rf.eb32b14934b4f2eb13af17bb74fae40f.jpg, 0, 0, 0, 1
1234567a_jpg.rf.ebde1a5c2a4e79f548a49e2bea2effee.jpg, 0, 0, 0, 1
po7_jpg.rf.ebf5d32b67d8daab886ec6f5e4bf4d67.jpg, 0, 0, 0, 1
levle0_102_jpg.rf.ed694ae0b6529bba8fb3191be1003e31.jpg, 1, 0, 0, 0
levle1_554_jpg.rf.ec3c6f1c33bcd38e86515ab220b39022.jpg, 0, 1, 0, 0
123456a_jpg.rf.ef9db9608dc5cd62fccc6abbad13a785.jpg, 0, 0, 0, 1
levle0_218_jpg.rf.f005f352ebef0f404991a5284b1d1048.jpg, 1, 0, 0, 0
1-1095-q_jpg.rf.ee4d9e13d82ec96318cce0468304ae9f.jpg, 0, 0, 0, 1
kl5_jpg.rf.f04999fea93439d79099bd6625d574bd.jpg, 0, 0, 0, 1
levle2_118_jpg.rf.f09b21b478b84b87a888b75bfde5ab14.jpg, 0, 0, 1, 0
1-1093-_jpg.rf.f2be879577edf7b111f070cd4dcef632.jpg, 0, 0, 0, 1
levle1_56_jpg.rf.f19c2950c2e49b241f53513d615a0529.jpg, 0, 1, 0, 0
we4_jpg.rf.f18166e87cb02fd88edb562c0e4ac95b.jpg, 0, 0, 0, 1
2015-5_jpg.rf.f32ba5dc8e30fc25640dff6953444932.jpg, 0, 0, 0, 1
levle1_133q_jpg.rf.f3f874f6d2fc025a35aa0100132e651d.jpg, 0, 1, 0, 0
images-9-_jpg.rf.f5146218e642f890badeac6ec096cd3c.jpg, 0, 0, 0, 1
qqq1_jpg.rf.f98a51e94d3807bd3932fe705452298a.jpg, 0, 0, 0, 1
levle0_36_jpg.rf.f61eee7de62b1d2099d2dde0ce280aae.jpg, 1, 0, 0, 0
4245ae_jpg.rf.fa20b35f482a592df8a8e280eaff31b5.jpg, 0, 0, 0, 1
ttt1_jpg.rf.fb520106a399821e4c403bca21bcabb8.jpg, 0, 0, 0, 1
levle1_293-1-_jpg.rf.fdab10f096ea4765cd3ae5eff9b6dc71.jpg, 0, 1, 0, 0
levle3_100_jpg.rf.ff9e24f9a694d3394608b971f96c469d.jpg, 0, 0, 1, 0
levle0_105_jpg.rf.fdced9c566835d4c815725d1d09fb96b.jpg, 1, 0, 0, 0
czv-panto-1q_jpg.rf.feece9548c4f9000c37ff4bc7b97f3a2.jpg, 0, 0, 0, 1
